14,4,0.147807
14,5,-0.988786
14,6,-0.337285
14,7,-0.695821
15,0,-0.334066
15,1,-0.479066
15,2,-0.893182
15,3,-0.00323998
15,4,0.324344
15,5,-0.999539
15,6,-0.531781
15,7,-0.659928
16,0,-0.572553
16,1,-0.318278
16,2,-0.999838
16,3,0.0652253
16,4,0.408613
16,5,-1
16,6,-0.621091
16,7,-0.74724
17,0,-0.756267
17,1,-0.703207
17,2,-0.976317
17,3,-0.633782
17,4,0.202718
17,5,-1
17,6,-0.458384
17,7,-0.364827
18,0,-0.650367
18,1,-0.723612
18,2,-0.982906
18,3,-0.427546
18,4,-0.46667
18,5,-1
18,6,-0.00342421
18,7,-0.0775458
19,0,-0.517879
19,1,-0.648862
19,2,-0.999823
19,3,-0.756665
19,4,-0.500917
19,5,-1
19,6,-0.20966
19,7,0.0935443
20,0,-0.777901
20,1,-0.865145
20,2,-0.999998
20,3,-0.999976
20,4,-0.976776
20,5,-1
20,6,-0.999844
20,7,0.745575
21,0,-0.39448
21,1,-0.574732
21,2,-0.816249
21,3,-0.566877
21,4,-0.392364
21,5,-1
21,6,-0.665873
21,7,0.745811
44,0,-2.33589
44,7,-0.859726
45,0,-1.53394
45,7,-0.635924
46,0,-3.00884
46,7,-0.290598
47,0,-2.87897
47,7,-0.124109
48,0,-1.47492
48,7,-0.827542
81,0,-2.63451
81,7,-0.726803
82,0,-3.0548
82,7,0.3775
83,0,-3.21457
83,7,0.688295
84,0,-4.85466
84,7,0.71419
85,0,-2.93029
85,7,0.938544
128,0,0.259034
128,1,0.321512
128,2,0.20582
128,3,0.307126
128,4,0.285371
128,5,0.335818
128,6,0.309588
128,7,-0.883639
130,0,0.250882
130,1,0.23296
130,2,-1.1057
130,3,0.320846
130,4,0.303829
130,5,-2.25889
130,6,0.145438
130,7,-0.324037
131,0,0.177956
131,1,0.151309
131,2,-1.37026
131,3,0.335154
131,4,0.323593
131,5,-1.66624
131,6,0.132745
131,7,-0.560015
132,0,0.250151
132,1,0.169822
132,2,-0.334333
132,3,0.36988
132,4,0.338325
132,5,-2.8727
132,6,0.143299
132,7,-0.520066
133,0,0.236655
133,1,0.117367
133,2,-2.37338
133,3,0.306493
133,4,0.333783
133,5,-2.51954
133,6,0.164963
133,7,-0.587798
134,0,0.165525
134,1,0.0574266
134,2,-3.24183
134,3,0.200612
134,4,0.358494
134,5,-5
134,6,0.188098
134,7,-0.472522
135,0,0.114532
135,1,0.08644
135,2,-2.34082
135,3,0.228062
135,4,0.23085
135,5,-5
135,6,0.198232
135,7,-0.534158
136,0,0.217061
136,1,0.0816594
136,2,-3.4525
136,3,0.130073
136,4,0.193777
136,5,-5
136,6,0.157424
136,7,-0.849591
137,0,0.148067
137,1,0.070818
137,2,-4.76668
137,3,0.0865339
137,4,0.0818167
137,5,-5
137,6,0.383313
137,7,-0.648944
138,0,0.268381
138,1,0.151526
138,2,-3.57012
138,3,0.0111037
138,4,3.53854e-32
138,5,-5
138,6,0.180758
138,7,-0.613419
139,0,0.365752
139,1,0.249296
139,2,-1.18664
139,3,0.00435233
139,4,1.91292e-12
139,5,-1.59473
139,6,0.309003
139,7,-0.739918
172,0,-1.64714
172,1,-1.5232
172,2,-4.86532
172,3,0.0302356
172,4,0.00778918
172,5,-4.97857
172,6,-2.14396
172,7,-0.474283
173,0,-1.57329
173,1,-1.60164
173,2,-4.6977
173,3,0.0895028
173,4,0.0269724
173,5,-4.99645
173,6,-2.29895
173,7,-0.369638
174,0,-2.0657
174,1,-0.939851
174,2,-4.7234
174,3,0.21569
174,4,0.0819221
174,5,-4.69228
174,6,-1.79179
174,7,-0.402686
175,0,-2.92798
175,1,-2.77221
175,2,-4.9043
175,3,-0.853563
175,4,0.241752
175,5,-4.07396
175,6,-3.06044
175,7,-0.52031
176,0,-1.85161
176,1,-2.61952
176,2,-4.99387
176,3,-1.62666
176,4,0.395708
176,5,-5
176,6,-2.43286
176,7,-0.583212
209,0,-3.22102
209,1,-3.36965
209,2,-4.66976
209,3,-2.29817
209,4,-0.791182
209,5,-5
209,6,-2.28134
209,7,-0.0331459
210,0,-2.76493
210,1,-3.47702
210,2,-4.99791
210,3,-2.27159
210,4,-2.38673
210,5,-5
